id,review
13/05/2015 23:39,Just watched #Piku - sweet &amp; funny my parents couldn't stop laughing &amp;mum now calls me Piku!!  @irrfan_k @SrBachchan

13/05/2015 23:38,RT @anubhavsinha: I am told PIKU's collections have gone through the roof today. So there is Cinema beyond Fridays.

13/05/2015 23:37,RT @amitigate: @iTravellercom team outing for @PikuTheFilm. Thanks guys for the gr8 time.. #Piku #Bollywood  @deepikapadukone http://t.co/2‚?¶

13/05/2015 23:37,RT @KishwerM: Piku with besties ??? @saumya_seth @Gurneetchadha ??? http://t.co/l8oFjAb5VJ

13/05/2015 23:37,RT @KishwerM: Piku with besties ??? @saumya_seth @Gurneetchadha ??? http://t.co/l8oFjAb5VJ

13/05/2015 23:36,"RT @bhawanasomaaya: Everyone keeps asking me how n when @deepikapadukone became such a fine artiste, explain #Piku"

13/05/2015 23:35,RT @KishwerM: Piku with besties ??? @saumya_seth @Gurneetchadha ??? http://t.co/l8oFjAb5VJ

13/05/2015 23:35,RT @veda149: Drop everything you're doing and go watch @PikuTheFilm. Absolutely brilliant @deepikapadukone @ShoojitSircar @irrfan_k @SrBach‚?¶

13/05/2015 23:34,"RT @anewradha: Piku is such a delightful film. Such simple story, a simple narrative and yet the impact is high voltage. a slice of life, s‚?¶"

13/05/2015 23:34,"RT @Bollyhungama: ""#Piku #TanuWedsManu #Queen #DumLagaKeHaisha are simple in their roots"" #MahaakshayChakraborty
http://t.co/QT9040DAWB htt‚?¶"

13/05/2015 23:33,"RT @SrBachchan: T 1864 - A day when you realise that it is work that pays, not the pay that works ! Deluged by the reactions of media for P‚?¶"

13/05/2015 23:32,RT @SrBachchan: T 1864 - Overwhelmed by the RJ's at their interviews for the success of PIKU .. !! Really ? Is it really happening !! Been ‚?¶

13/05/2015 23:32,RT @irrfan_k: 2 days ago my mother saw @PikuTheFilm she loved @SrBachchan. 2day she's feeling shes got #constipation. Now she wants me 2 b ‚?¶

13/05/2015 23:32,RT @karanjohar: 140 characters to describe the most wonderful film I have seen this year is not enough...#Piku is all heart and stomach....‚?¶

13/05/2015 23:32,"RT @tanuj_garg: Saw #piku.Sweet,innocent&amp;endearing.Leaves you with a warm fuzzy feeling. Bravo .@deepikapadukone .@SnehaRajani .@SrBachchan‚?¶"

13/05/2015 23:32,RT @veda149: Drop everything you're doing and go watch @PikuTheFilm. Absolutely brilliant @deepikapadukone @ShoojitSircar @irrfan_k @SrBach‚?¶

13/05/2015 23:30,"RT @juniorbachchan: #Piku releases today. Do try and watch it. Take you‚??re parents, trust me you won‚??t regret it."

13/05/2015 23:29,RT @bhawanasomaaya: It is a few days but everywhere I go people are discussing #Piku with me. The director is so subtle that audience are t‚?¶

13/05/2015 23:29,"@PikuTheFilm - such a brilliant attempt by @ShoojitSircar. A perfect movie. Highly recommended. 

#Cinema #Piku #Movie #Hindi"

13/05/2015 23:28,RT @SrBachchan: T 1864 - Overwhelmed by the RJ's at their interviews for the success of PIKU .. !! Really ? Is it really happening !! Been ‚?¶

13/05/2015 23:28,"RT @SrBachchan: T 1864 - A day when you realise that it is work that pays, not the pay that works ! Deluged by the reactions of media for P‚?¶"

13/05/2015 23:26,"AusTop10
1 PitchPerfect2
2 Avengers2
3 Unfriended
4 Fast&amp;Furious7
5 AgeOfAdaline
6 Cobain
7 Cinderella
8 LongestRide
9 Boychoir
10 Piku"

13/05/2015 23:26,I don't search for my daughter in Deepika: Amitabh Bachchan on 'Piku' http://t.co/lcXY4Y2ccF

13/05/2015 23:25,"RT @anewradha: Piku is such a delightful film. Such simple story, a simple narrative and yet the impact is high voltage. a slice of life, s‚?¶"

13/05/2015 23:24,"RT @Bollyhungama: ""#Piku #TanuWedsManu #Queen #DumLagaKeHaisha are simple in their roots"" #MahaakshayChakraborty
http://t.co/QT9040DAWB htt‚?¶"

13/05/2015 23:22,I don't search for my daughter in Deepika: Amitabh Bachchan on 'Piku' http://t.co/VAdDRj2mrr

13/05/2015 23:22,"All across twitter, its mostly abt 3 things- #piku @DipikaPadukone #BombayVelvet @karanjohar n #Quantico @priyankachopra ..I love Bollywood"

13/05/2015 23:21,"RT @filmfare: Saw #Piku?

Then tweet to us your reviews and get featured in the magazine. http://t.co/bfgWGer3z9"

13/05/2015 23:20,"RT @SNEHIL_DESAI: #Piku or Poti, jokes apart perfect live drama. http://t.co/ZHOeqWPJio"

13/05/2015 23:20,RT @shabanans: Loved @SrBachchan performance in #piku

13/05/2015 23:20,"RT @ullasaj: I am a nobody to tell this but @SrBachchan  sir #piku may just be your best till date. Loved it,a lesson in acting !! #Piku #p‚?¶"

13/05/2015 23:18,RT @bollywood_life: Deepika Padukone has a gala time promoting Piku on DID Super Moms ‚?? view pics! http://t.co/bxVCAjU90s

13/05/2015 23:18,"@deepikapadukone saw #Piku today. You, @irrfan_k &amp; @SrBachchan were amazing. Beautiful film. Definitely made me miss home (Calcutta) lots."

13/05/2015 23:17,Saw #Piku today and .cried Such a adorable and sweet film. This is the best film of 2015 @deepikapadukone @SrBachchan @irrfan_k Take a bow!!

13/05/2015 23:17,RT @Imdevang0077: @deepikapadukone When Piku sneezes does she becomes Pikachu ?

13/05/2015 23:17,RT @IAmSudhirMishra: Piku is all all they say it is n more Never has d dependence of being depended on been so delicately potrayed .

13/05/2015 23:15,Watched #Piku last Sunday. Found it to be reflection of my own life. Love you #DeepikaPadukon. You were so good as Piku.

13/05/2015 23:14,RT @bhawanasomaaya: It is a few days but everywhere I go people are discussing #Piku with me. The director is so subtle that audience are t‚?¶

13/05/2015 23:13,I liked a @YouTube video http://t.co/wzY4O5LuhA Amitabh Bachchan emotional at the end of the shooting |piku|

13/05/2015 23:12,"RT @sona0906: First #Bhootnathreturns, then #Shamitabh, now #Piku..@SrBachchan defies age, raises the bar further up for contemporaries n r‚?¶"

13/05/2015 23:11,piku is lovely fillm

13/05/2015 23:11,RT @RahimWrites: Word-of-mouth promotion &amp; great reviews.  Will #piku cross the 50 cr mark ??

13/05/2015 23:10,"First #Bhootnathreturns, then #Shamitabh, now #Piku..@SrBachchan defies age, raises the bar further up for contemporaries n rules the roost‚?•"

13/05/2015 23:10,Watching #Piku @SrBachchan plays a #Bengali! Right on! #ShoojitSircar never fails to impress

13/05/2015 23:08,RT @karanjohar: @deepikapadukone has emerged as the actress of this generation....solid in silences...natural to the core and effortlessly ‚?¶

13/05/2015 23:05,"@ShoojitSircar the way you capture every bengali emotion behind the motion, really hats off to you man! what a unique movie it is :) #Piku"

13/05/2015 23:02,@SrBachchan come on. ...#Piku is damn good. ....u need not wait for someone else to endorse that....perfection is above all these trivia

13/05/2015 23:01,RT @DeepikaPFC: Wow! #Piku @deepikapadukone you are too beautiful??ç??ç‚ù§Ô∏è http://t.co/m8nh8cLypm

13/05/2015 23:01,RT @KishwerM: Piku with besties ??? @saumya_seth @Gurneetchadha ??? http://t.co/l8oFjAb5VJ

13/05/2015 23:01,"RT @SrBachchan: T 1864 - A day when you realise that it is work that pays, not the pay that works ! Deluged by the reactions of media for P‚?¶"

13/05/2015 23:00,@deepikapadukone piku u r awake. Hope it's for the bajirao mastani night shoot. Sleep well. Remember u need to luk ur best in the muvi.

13/05/2015 22:59,RT @KishwerM: Piku with besties ??? @saumya_seth @Gurneetchadha ??? http://t.co/l8oFjAb5VJ

13/05/2015 22:58,RT @KishwerM: Piku with besties ??? @saumya_seth @Gurneetchadha ??? http://t.co/l8oFjAb5VJ

13/05/2015 22:57,"RT @Bollyhungama: ""#Piku #TanuWedsManu #Queen #DumLagaKeHaisha are simple in their roots"" #MahaakshayChakraborty
http://t.co/QT9040DAWB htt‚?¶"

13/05/2015 22:54,RT @karanjohar: 140 characters to describe the most wonderful film I have seen this year is not enough...#Piku is all heart and stomach....‚?¶

13/05/2015 22:51,@irrfan_k 's dialouges with his mother in piku are hilarious. ??? hes too good. #piku

13/05/2015 22:51,PIKU HOW MUCH DO YOU LIKE YOUR KOTATSU

13/05/2015 22:51,@deepikapadukone can u do.me favor plz change your bf ranvir looks like your sweeper.#piku

13/05/2015 22:48,RT @bhawanasomaaya: Reason #Piku works is becoz #Bhaskarbannerjee n #Piku are contemporary and the story telling is realistic. Nothing regr‚?¶

13/05/2015 22:48,"RT @bhawanasomaaya: Chatted with #RakeshRoshan after a long time. He could not stop talking about #Piku and @deepikapadukone, her expressio‚?¶"

13/05/2015 22:47,"RT @bhawanasomaaya: Everyone keeps asking me how n when @deepikapadukone became such a fine artiste, explain #Piku"

13/05/2015 22:47,RT @veda149: Drop everything you're doing and go watch @PikuTheFilm. Absolutely brilliant @deepikapadukone @ShoojitSircar @irrfan_k @SrBach‚?¶

13/05/2015 22:46,RT @csmithstraight: #Bollywood produces a classic with #Piku http://t.co/PZE0ETMUDT via @georgiastraight #deepika @SrBachchan @deepikapaduk‚?¶

13/05/2015 22:45,RT @bhawanasomaaya: It is a few days but everywhere I go people are discussing #Piku with me. The director is so subtle that audience are t‚?¶

13/05/2015 22:45,@SrBachchan @deepikapadukone Maam u wer great in piku but MR bachchan jst stole d show.bst exmple y he is caled the evergreen LEGEND.RESPECT

13/05/2015 22:44,@coletteeox shut up and piku your chemistry book

13/05/2015 22:44,RT @IAmSudhirMishra: Piku is all all they say it is n more Never has d dependence of being depended on been so delicately potrayed .

13/05/2015 22:43,"RT @friends_rachel6: Fan: when was the last time u cried ?
Arjun: It's been a while but i did get emotional while watching #PIKU,dat was re‚?¶"

13/05/2015 22:42,I added a video to a @YouTube playlist http://t.co/JnCqCwKyxt 104.8 OYE FM - FIRST DAY FIRST SHOW - PUBLIC KA REVIEW - PIKU

13/05/2015 22:40,RT @AnkanaJoshi: #Piku reminds me of my father ... At ths moment I wanaa go n hug him tight . . loved it @ShoojitSircar @deepikapadukone @S‚?¶

13/05/2015 22:40,Piku 5th Day Box Office Collection | Piku Tuesday Collection | Total Collection http://t.co/tkx2znYxAq

13/05/2015 22:40,RT @anewradha: And for those who haven't watched Piku. Please watch it. It's worth every penny. Thank u @ShoojitSircar @deepikapadukone @Sr‚?¶

13/05/2015 22:39,RT @deepikaddicts: [PIC] Deepika Padukone at #PIKU screening. http://t.co/y9nrOTe2fY

13/05/2015 22:39,#Bollywood produces a classic with #Piku http://t.co/PZE0ETMUDT via @georgiastraight #deepika @SrBachchan @deepikapadukone #vancouver

13/05/2015 22:38,I added a video to a @YouTube playlist http://t.co/SDIncHUENC Movie Review Piku Must Watch Numerology Acting BO Collections Budget

13/05/2015 22:34,"I added a video to a @YouTube playlist http://t.co/o2FlqurUGt Piku Full Movie Review | Amitabh Bachchan, Deepika Padukone, Irrfan"

13/05/2015 22:33,Omg really need to watch Piku can someone follow me pleaseeee

13/05/2015 22:32,Journey song &lt;3 #Piku

13/05/2015 22:32,RT @SrBachchan: T 1864 - Overwhelmed by the RJ's at their interviews for the success of PIKU .. !! Really ? Is it really happening !! Been ‚?¶

13/05/2015 22:31,"RT @SrBachchan: T 1864 - A day when you realise that it is work that pays, not the pay that works ! Deluged by the reactions of media for P‚?¶"

13/05/2015 22:30,RT @RajeevMasand: My review of #Piku http://t.co/Wn7zmQ1EZC The most fun I've had at the movies this year!

13/05/2015 22:30,"RT @anewradha: Piku is such a delightful film. Such simple story, a simple narrative and yet the impact is high voltage. a slice of life, s‚?¶"

13/05/2015 22:30,"""#Piku #TanuWedsManu #Queen #DumLagaKeHaisha are simple in their roots"" #MahaakshayChakraborty
http://t.co/QT9040DAWB http://t.co/AZgvvoivpy"

13/05/2015 22:30,commented "great movie" on the Blog http://t.co/cLzon3Ud82

13/05/2015 22:30,Wasted 2 hours watching bukwas picture piku a movie about old man's constipation total flop yaar

13/05/2015 22:29,@deepikapadukone @SrBachchan #Piku #PikuReview wht a beautiful movie with great performances...must watch guys...a feel good movie

13/05/2015 22:29,bahaha piku and fanny deepika stop commenting  https://t.co/8zTy7kIhOM

13/05/2015 22:29,RT @bhawanasomaaya: Reason #Piku works is becoz #Bhaskarbannerjee n #Piku are contemporary and the story telling is realistic. Nothing regr‚?¶

13/05/2015 22:25,RT @TeamBARUN: If piku isn't getting incredible reviews.. Wait till #SKSH it has virtually the same creative team

13/05/2015 22:25,RT @KishwerM: Piku with besties ??? @saumya_seth @Gurneetchadha ??? http://t.co/l8oFjAb5VJ

13/05/2015 22:24,"Bollywood produces a classic with Piku: Starring Deepika Padukone. In Hindi, Bengali, and English, with Englis... http://t.co/5twIBbIARX"

13/05/2015 22:23,I added a video to a @YouTube playlist http://t.co/XXba95Vq3r Piku Review

13/05/2015 22:23,Piku review by Anupama Chopra: Strong characters are its biggest draw http://t.co/HQqQlVmzqc via @htTweets

13/05/2015 22:23,'PIKU' Deepika Padukone visits the sets of 'DID Super Moms': http://t.co/O7363fNpSL via @YouTube

13/05/2015 22:22,"RT @bhawanasomaaya: Chatted with #RakeshRoshan after a long time. He could not stop talking about #Piku and @deepikapadukone, her expressio‚?¶"

13/05/2015 22:22,"RT @disha11parmar: Just finished watching #Piku..What a Simple, sweet film..
A delightful watch!!
Irfann khan &amp; @SrBachchan  are Obviously ‚?¶"

13/05/2015 22:21,Piku box office collections: Amitabh Bachchan starrer cruises at Rs 37.07 cr ... http://t.co/Pq6jlCtHoJ

13/05/2015 22:21,RT @bhawanasomaaya: Reason #Piku works is becoz #Bhaskarbannerjee n #Piku are contemporary and the story telling is realistic. Nothing regr‚?¶

13/05/2015 22:21,"anewradha: Piku is such a delightful film. Such simple story, a simple‚?¶ http://t.co/F1GeQm7yWN | TweetsNow.in http://t.co/bOSpRrk4b8"

13/05/2015 22:21,"RT @anewradha: Piku is such a delightful film. Such simple story, a simple narrative and yet the impact is high voltage. a slice of life, s‚?¶"

13/05/2015 22:20,RT @KishwerM: Piku with besties ??? @saumya_seth @Gurneetchadha ??? http://t.co/l8oFjAb5VJ

13/05/2015 22:20,I added a video to a @YouTube playlist http://t.co/2D6neoBGjT New Zealand Public review | Piku | Deepika padukone

13/05/2015 22:19,"@Bid1Raj @SrBachchan #piku @juniorbachchan 
Love u Forever Good Night Sweet Dream Take Care"

13/05/2015 22:19,"RT @SrBachchan: T 1864 - A day when you realise that it is work that pays, not the pay that works ! Deluged by the reactions of media for P‚?¶"

13/05/2015 22:19,RT @DeepikaPFC: [PIC] Deepika's latest instagram post: "#Piku promotions on #DIDSuperMoms. #Dance #Promotions" http://t.co/Jbj54omQuk

13/05/2015 22:18,RT @SrBachchan: T 1864 - Overwhelmed by the RJ's at their interviews for the success of PIKU .. !! Really ? Is it really happening !! Been ‚?¶

13/05/2015 22:17,"anewradha: Piku is such a delightful film. Such simple story, a simple narrative and yet the impact is high voltage‚?¶ http://t.co/QcvmosgsB5"

13/05/2015 22:17,Bollywood produces a classic with Piku http://t.co/jRUYzmj1u8

13/05/2015 22:16,"RT @filmfare: Photos:

@deepikapadukone promotes #Piku.

Click here: http://t.co/cra2fWOhLI http://t.co/Lyuyr5LKRx"

13/05/2015 22:16,"@deepikapadukone just saw Piku wat a performance absolutely flawless, amazing performance"

13/05/2015 22:15,"Bollywood produces a classic with Piku: Starring Deepika Padukone. In Hindi, Bengali, and English, with Englis... http://t.co/JUoqqVBs3h"

13/05/2015 22:15,RT @bhawanasomaaya: It is a few days but everywhere I go people are discussing #Piku with me. The director is so subtle that audience are t‚?¶

13/05/2015 22:15,RT @khalidrafiq140: Irfan Khan reveals his reason behind doing Piku http://t.co/LOdEYNFTZp

13/05/2015 22:14,Irfan Khan reveals his reason behind doing Piku http://t.co/LOdEYNFTZp

13/05/2015 22:12,"Bollywood produces a classic with Piku: Starring Deepika Padukone. In Hindi, Bengali, and English, with Englis... http://t.co/ouif55XqsY"

13/05/2015 22:12,"RT @bhawanasomaaya: Everyone keeps asking me how n when @deepikapadukone became such a fine artiste, explain #Piku"

13/05/2015 22:12,"RT @bhawanasomaaya: Chatted with #RakeshRoshan after a long time. He could not stop talking about #Piku and @deepikapadukone, her expressio‚?¶"

13/05/2015 22:11,"anewradha: Piku is such a delightful film. Such simple story, a simple narrative‚?¶ http://t.co/W0ll6G9OYq #TweetsNow http://t.co/TkpOLDF4Wb"

13/05/2015 22:11,"anewradha: Piku is such a delightful film. Such simple story, a simple narrative‚?¶ http://t.co/8vyrIkgYW8 #TweetsNow http://t.co/abcaxVX1fI"

13/05/2015 22:10,"RT @anewradha: Piku is such a delightful film. Such simple story, a simple narrative and yet the impact is high voltage. a slice of life, s‚?¶"

13/05/2015 22:09,"RT @anewradha: Piku is such a delightful film. Such simple story, a simple narrative and yet the impact is high voltage. a slice of life, s‚?¶"

13/05/2015 22:09,RT @veda149: Drop everything you're doing and go watch @PikuTheFilm. Absolutely brilliant @deepikapadukone @ShoojitSircar @irrfan_k @SrBach‚?¶

13/05/2015 22:09,I added a video to a @YouTube playlist http://t.co/GnM2ESVe1I PIKU Movie Review

13/05/2015 22:09,RT @SalmanYKhan: PIKU ..An absolute delight with a brilliant screen play and pure essence of natural acting .. A big congratulations 2 @Sho‚?¶

13/05/2015 22:08,RT @KishwerM: Piku with besties ??? @saumya_seth @Gurneetchadha ??? http://t.co/l8oFjAb5VJ

13/05/2015 22:08,"RT @anewradha: Piku is such a delightful film. Such simple story, a simple narrative and yet the impact is high voltage. a slice of life, s‚?¶"

13/05/2015 22:08,"RT @anewradha: Piku is such a delightful film. Such simple story, a simple narrative and yet the impact is high voltage. a slice of life, s‚?¶"

13/05/2015 22:07,@SrBachchan Loved your character in Piku. Some amazing lines and expression no one can beat in this Industry.

13/05/2015 22:07,RT @DeepikaPFC: [PIC] Deepika's latest instagram post: "#Piku promotions on #DIDSuperMoms. #Dance #Promotions" http://t.co/Jbj54omQuk

13/05/2015 22:07,"RT @anewradha: Piku is such a delightful film. Such simple story, a simple narrative and yet the impact is high voltage. a slice of life, s‚?¶"

13/05/2015 22:07,"RT @filmfare: .@TheJohnAbraham watches #Piku.

Pictures here: http://t.co/qL59I70r2o http://t.co/RnFT6bsvwz"

13/05/2015 22:07,"after watching @deepikapadukone PIKU  , I really fell motion se hi emotion , i have gone through it"

13/05/2015 22:06,RT @bhawanasomaaya: It is a few days but everywhere I go people are discussing #Piku with me. The director is so subtle that audience are t‚?¶

13/05/2015 22:06,RT @DeepikaPFC: Yay! Deepika is promoting #Piku on the sets of #DanceIndiaDance today! ??ç??ç

13/05/2015 22:06,"RT @anewradha: Piku is such a delightful film. Such simple story, a simple narrative and yet the impact is high voltage. a slice of life, s‚?¶"

13/05/2015 22:05,My Timeline is flooded with ONLY #Piku ! Amazing to see how people've cherished piku! First time ever likeno fault at all. @deepikapadukone

13/05/2015 22:05,RT @DeepikaPFC: #Piku fever everywhere ??? RT @aparnax LMAO @SrBachchan Some random person dressed like this today in the Mumbai locals http:‚?¶

13/05/2015 22:05,"Irfan Khan reveals his reason behind doing @PikuTheFilm 
http://t.co/ryGESkfiks"

13/05/2015 22:04,RT @DeepikaPFC: [PIC] Deepika's latest instagram post: "#Piku promotions on #DIDSuperMoms. #Dance #Promotions" http://t.co/Jbj54omQuk

13/05/2015 22:04,"RT @glamsham: 'Piku' @deepikapadukone's cute expressions: http://t.co/KFAoLhGaYM

#Piku http://t.co/utxvYCBUDZ"

13/05/2015 22:04,"RT @filmfare: .@TheJohnAbraham watches #Piku.

Pictures here: http://t.co/qL59I70r2o http://t.co/RnFT6bsvwz"

13/05/2015 22:03,"RT @Bollyhungama: . #ShoojitSircar's daughter makes her acting debut in #Piku
http://t.co/KKtvs8n1XR http://t.co/cnPYU1D0a9"

13/05/2015 22:03,"RT @bhawanasomaaya: Chatted with #RakeshRoshan after a long time. He could not stop talking about #Piku and @deepikapadukone, her expressio‚?¶"

13/05/2015 22:03,"RT @bhawanasomaaya: Everyone keeps asking me how n when @deepikapadukone became such a fine artiste, explain #Piku"

13/05/2015 22:02,"RT @anewradha: Piku is such a delightful film. Such simple story, a simple narrative and yet the impact is high voltage. a slice of life, s‚?¶"

13/05/2015 22:02,"@iamsrk's CHALTE CHALTE and
@SrBachchan's @deepikapadukone's &amp; @irrfan_k's PIKU
Are two best movies based on Middle Class People i have seen"

13/05/2015 22:01,"RT @BBSarahHanlon: I just want to see Hamsterwatch tweet:

Zach evicted 4-0. Sarah won Hoh. 

Please happen. #BBCAN3"

13/05/2015 22:01,@SalmanYKhan Good morning Salman or good night Salman? Well good night from my side I love #PIKU too #BigB ‚?•

13/05/2015 22:01,@hamsterwatch thanks for being so awesome!! Never believe any spoilers unless they come from you :)

13/05/2015 22:00,RT @SrBachchan: T 1864 - Overwhelmed by the RJ's at their interviews for the success of PIKU .. !! Really ? Is it really happening !! Been ‚?¶

13/05/2015 21:59,Watched #Piku The most hilarious n amazing movie!! Had the best laugh in a really long time‚ù§Ô∏è @SrBachchan @deepikapadukone

13/05/2015 21:58,RT @Yoyo_says: @iamDibha @kshitijdisiz Dada knows everything about Piku!

13/05/2015 21:58,"New Custom Gloves ready for action #customgoalequip 
custom order: Chris Piku  cwpiku@gmail.com  313-610-6600 http://t.co/BWRcPWPl3j"

13/05/2015 21:58,@le_piku quiero un subway

13/05/2015 21:58,"@SrBachchan Piku..simple,honest,endearing......loved every bit !"

13/05/2015 21:57,"RT @anewradha: Piku is such a delightful film. Such simple story, a simple narrative and yet the impact is high voltage. a slice of life, s‚?¶"

13/05/2015 21:57,"RT @anewradha: Piku is such a delightful film. Such simple story, a simple narrative and yet the impact is high voltage. a slice of life, s‚?¶"

13/05/2015 21:56,4/5 #Review on #Piku by kaziazharuddin786 : Piku-is-the-nice-movie-to-watch - http://t.co/fJmdEzuzoo

13/05/2015 21:54,"RT @anewradha: Piku is such a delightful film. Such simple story, a simple narrative and yet the impact is high voltage. a slice of life, s‚?¶"

13/05/2015 21:54,RT @karanjohar: 140 characters to describe the most wonderful film I have seen this year is not enough...#Piku is all heart and stomach....‚?¶

13/05/2015 21:53,RT @KHL_hockey: Dinamo Minsk strengthens its roster with the addition of Canadian goalie @glasswall33 and American D-man @ryangunderson .

13/05/2015 21:52,RT @bhawanasomaaya: Reason #Piku works is becoz #Bhaskarbannerjee n #Piku are contemporary and the story telling is realistic. Nothing regr‚?¶

13/05/2015 21:51,RT"@KishwerM: Piku with besties ??? @saumya_seth @Gurneetchadha ??? http://t.co/ZsSj5mf2YU"

13/05/2015 21:50,"RT @filmfare: .@TheJohnAbraham watches #Piku.

Pictures here: http://t.co/qL59I70r2o http://t.co/RnFT6bsvwz"

13/05/2015 21:49,"RT @anewradha: Piku is such a delightful film. Such simple story, a simple narrative and yet the impact is high voltage. a slice of life, s‚?¶"

13/05/2015 21:48,"RT @anewradha: Piku is such a delightful film. Such simple story, a simple narrative and yet the impact is high voltage. a slice of life, s‚?¶"

13/05/2015 21:48,"RT @anewradha: Piku is such a delightful film. Such simple story, a simple narrative and yet the impact is high voltage. a slice of life, s‚?¶"

13/05/2015 21:48,"Loved the movie Piku,so touching and sweet,reminded me of my Nana, felt like I was in the movie with him @SrBachchan u are an amazing actor"

13/05/2015 21:47,RT @SalmanYKhan: PIKU ..An absolute delight with a brilliant screen play and pure essence of natural acting .. A big congratulations 2 @Sho‚?¶

13/05/2015 21:47,"RT @anewradha: Piku is such a delightful film. Such simple story, a simple narrative and yet the impact is high voltage. a slice of life, s‚?¶"

13/05/2015 21:47,"RT @anewradha: Piku is such a delightful film. Such simple story, a simple narrative and yet the impact is high voltage. a slice of life, s‚?¶"

13/05/2015 21:47,"RT @anewradha: Piku is such a delightful film. Such simple story, a simple narrative and yet the impact is high voltage. a slice of life, s‚?¶"

13/05/2015 21:47,RT @IAmSudhirMishra: Piku is all all they say it is n more Never has d dependence of being depended on been so delicately potrayed .

13/05/2015 21:46,RT @SalmanYKhan: PIKU ..An absolute delight with a brilliant screen play and pure essence of natural acting .. A big congratulations 2 @Sho‚?¶

13/05/2015 21:46,RT @SalmanYKhan: PIKU ..An absolute delight with a brilliant screen play and pure essence of natural acting .. A big congratulations 2 @Sho‚?¶

13/05/2015 21:46,@irrfan_k Watched Piku in Toronto and loved it.I wished you were in every single frame of the film. Without you it wouldn't have been same.

13/05/2015 21:46,@SalmanYKhan You are such an owl!! You're tweeting about PIKU at 3am!!! #cool

13/05/2015 21:46,RT @bhawanasomaaya: Reason #Piku works is becoz #Bhaskarbannerjee n #Piku are contemporary and the story telling is realistic. Nothing regr‚?¶

13/05/2015 21:45,RT @IAmSudhirMishra: Piku is all all they say it is n more Never has d dependence of being depended on been so delicately potrayed .

13/05/2015 21:45,"RT @bhawanasomaaya: Chatted with #RakeshRoshan after a long time. He could not stop talking about #Piku and @deepikapadukone, her expressio‚?¶"

13/05/2015 21:45,RT @SalmanYKhan: PIKU ..An absolute delight with a brilliant screen play and pure essence of natural acting .. A big congratulations 2 @Sho‚?¶

13/05/2015 21:45,"RT @koolsapphire: Bombay Velvet after Piku,  then Dil Dhadakne Do soon... Film after film worth watching #pikuthefilm #BombayVelvet #DilDha‚?¶"

13/05/2015 21:45,"RT @bhawanasomaaya: Everyone keeps asking me how n when @deepikapadukone became such a fine artiste, explain #Piku"

13/05/2015 21:45,RT @bhawanasomaaya: It is a few days but everywhere I go people are discussing #Piku with me. The director is so subtle that audience are t‚?¶

13/05/2015 21:44,@ShoojitSircar I felt like hugging my father n tell him wat he means to me...#piku is a slice of life we seldom pay heed to...thank u

